"id","chemical_name","chemical_id","protein_name","protein_id","protein_class","relation_name","relation_type","relation_id","activity_type","activity_value","activity_source","activity_source_link","action_type"
971,"quinidine, combinations with psycholeptics",CHEBI:28593,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,7,SCIENTIFIC LITERATURE,http://www.ncbi.nlm.nih.gov/pubmed/24786236,INHIBITOR
972,risperidone,CHEBI:8871,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
973,"dasabuvir, ombitasvir, paritaprevir and ritonavir",CHEBI:45409,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,DRUG MATRIX,"",""
974,lopinavir and ritonavir,CHEBI:45409,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,DRUG MATRIX,"",""
975,"ombitasvir, paritaprevir and ritonavir",CHEBI:45409,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,DRUG MATRIX,"",""
976,ritonavir,CHEBI:45409,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,DRUG MATRIX,"",""
977,rizatriptan,CHEBI:48273,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
978,stanozolol,CHEBI:9249,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
979,sulconazole,CHEBI:9325,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
980,tacrine,CHEBI:45980,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
981,terbinafine,CHEBI:9448,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
982,thioridazine,CHEBI:9566,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
983,ticlopidine,CHEBI:9588,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
984,triamterene,CHEBI:9671,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
985,trihexyphenidyl,CHEBI:9720,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
986,oxiconazole,CHEBI:7825,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
987,yohimbine,CHEBI:10093,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
988,methylnaltrexone bromide,CHEBI:136007,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
989,thiomersal,CHEBI:9546,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
990,terfenadine,CHEBI:9453,Cytochrome P450 2J2,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL17157,""
991,atazanavir and cobicistat,CHEBI:72291,Cytochrome P450 3A,,Enzyme,inhibits,inhibits,RO_0002449,Ki,6,SCIENTIFIC LITERATURE,http://www.ncbi.nlm.nih.gov/pubmed/24900196,INHIBITOR
992,cobicistat,CHEBI:72291,Cytochrome P450 3A,,Enzyme,inhibits,inhibits,RO_0002449,Ki,6,SCIENTIFIC LITERATURE,http://www.ncbi.nlm.nih.gov/pubmed/24900196,INHIBITOR
993,darunavir and cobicistat,CHEBI:72291,Cytochrome P450 3A,,Enzyme,inhibits,inhibits,RO_0002449,Ki,6,SCIENTIFIC LITERATURE,http://www.ncbi.nlm.nih.gov/pubmed/24900196,INHIBITOR
994,"emtricitabine, tenofovir alafenamide, darunavir and cobicistat",CHEBI:72291,Cytochrome P450 3A,,Enzyme,inhibits,inhibits,RO_0002449,Ki,6,SCIENTIFIC LITERATURE,http://www.ncbi.nlm.nih.gov/pubmed/24900196,INHIBITOR
995,"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat",CHEBI:72291,Cytochrome P450 3A,,Enzyme,inhibits,inhibits,RO_0002449,Ki,6,SCIENTIFIC LITERATURE,http://www.ncbi.nlm.nih.gov/pubmed/24900196,INHIBITOR
996,"emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat",CHEBI:72291,Cytochrome P450 3A,,Enzyme,inhibits,inhibits,RO_0002449,Ki,6,SCIENTIFIC LITERATURE,http://www.ncbi.nlm.nih.gov/pubmed/24900196,INHIBITOR
997,alprazolam,CHEBI:2611,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,3,WOMBAT-PK,"",""
998,amiodarone,CHEBI:2663,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,6,WOMBAT-PK,"",""
999,amprenavir,CHEBI:40050,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
1000,astemizole,CHEBI:2896,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
1001,atazanavir,CHEBI:37924,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
1002,atazanavir and cobicistat,CHEBI:37924,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
1003,atorvastatin,CHEBI:39548,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1487,""
1004,"atorvastatin, acetylsalicylic acid and perindopril",CHEBI:39548,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1487,""
1005,"atorvastatin, acetylsalicylic acid and ramipril",CHEBI:39548,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1487,""
1006,"atorvastatin, amlodipine and perindopril",CHEBI:39548,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1487,""
1007,atorvastatin and acetylsalicylic acid,CHEBI:39548,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1487,""
1008,atorvastatin and amlodipine,CHEBI:39548,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1487,""
1009,atorvastatin and ezetimibe,CHEBI:39548,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1487,""
1010,atorvastatin and perindopril,CHEBI:39548,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1487,""
1011,bromocriptine,CHEBI:3181,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
1012,buspirone,CHEBI:3223,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
1013,candesartan,CHEBI:3348,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1014,""
1014,candesartan and amlodipine,CHEBI:3348,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1014,""
1015,candesartan and diuretics,CHEBI:3348,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1014,""
1017,chloramphenicol,CHEBI:17698,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
1018,cisapride,CHEBI:3720,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
1019,clotrimazole,CHEBI:3764,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,WOMBAT-PK,"",""
1020,colchicine,CHEBI:27882,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
1021,cyclophosphamide,CHEBI:4026,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
1022,cycloserine,CHEBI:40009,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
1023,ciclosporin,CHEBI:4031,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
1024,dapsone,CHEBI:4325,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
1026,dihydroergotamine,CHEBI:4562,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
1027,"dihydroergotamine, combinations",CHEBI:4562,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
1028,diltiazem,CHEBI:101278,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
1029,docetaxel,CHEBI:4672,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
1030,econazole,CHEBI:4754,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,DRUG MATRIX,"",""
286,ketoconazole,CHEBI:47519,Cytochrome P450 11A1,,Enzyme,is_substrate_of,substrate_of,DIDEO_00000041,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL295698,""
287,etomidate,CHEBI:4910,"Cytochrome P450 11B1, mitochondrial",,Enzyme,is_substrate_of,substrate_of,DIDEO_00000041,IC50,9,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL681,""
288,ketoconazole,CHEBI:47519,"Cytochrome P450 11B1, mitochondrial",,Enzyme,is_substrate_of,substrate_of,DIDEO_00000041,IC50,6,SCIENTIFIC LITERATURE,http://www.ncbi.nlm.nih.gov/pubmed/18672868,INHIBITOR
289,letrozole,CHEBI:6413,"Cytochrome P450 11B1, mitochondrial",,Enzyme,is_substrate_of,substrate_of,DIDEO_00000041,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1444,""
290,metyrapone,CHEBI:44241,"Cytochrome P450 11B1, mitochondrial",,Enzyme,is_substrate_of,substrate_of,DIDEO_00000041,IC50,7,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL934,INHIBITOR
291,abiraterone,CHEBI:68639,"Cytochrome P450 11B1, mitochondrial",,Enzyme,is_substrate_of,substrate_of,DIDEO_00000041,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL254328,""
292,etomidate,CHEBI:4910,"Cytochrome P450 11B2, mitochondrial",,Enzyme,is_substrate_of,substrate_of,DIDEO_00000041,IC50,10,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL681,""
293,ketoconazole,CHEBI:47519,"Cytochrome P450 11B2, mitochondrial",,Enzyme,is_substrate_of,substrate_of,DIDEO_00000041,IC50,7,SCIENTIFIC LITERATURE,http://www.ncbi.nlm.nih.gov/pubmed/18672868,INHIBITOR
294,letrozole,CHEBI:6413,"Cytochrome P450 11B2, mitochondrial",,Enzyme,is_substrate_of,substrate_of,DIDEO_00000041,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1444,""
295,metyrapone,CHEBI:44241,"Cytochrome P450 11B2, mitochondrial",,Enzyme,is_substrate_of,substrate_of,DIDEO_00000041,IC50,7,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL934,""
296,abiraterone,CHEBI:68639,"Cytochrome P450 11B2, mitochondrial",,Enzyme,is_substrate_of,substrate_of,DIDEO_00000041,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL254328,""
297,ketoconazole,CHEBI:47519,Cytochrome P450 17A1,,Enzyme,is_substrate_of,substrate_of,DIDEO_00000041,IC50,6,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL295698,""
298,abiraterone,CHEBI:68639,Cytochrome P450 17A1,,Enzyme,is_substrate_of,substrate_of,DIDEO_00000041,IC50,7,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL254328,""
1031,ergotamine,CHEBI:64318,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
1032,"ergotamine, combinations excl. psycholeptics",CHEBI:64318,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
1033,"ergotamine, combinations with psycholeptics",CHEBI:64318,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
1034,ethambutol,CHEBI:4877,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,WOMBAT-PK,"",""
1035,ethambutol and isoniazid,CHEBI:4877,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,WOMBAT-PK,"",""
1036,"rifampicin, pyrazinamide, ethambutol and isoniazid",CHEBI:4877,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,WOMBAT-PK,"",""
1037,"azithromycin, fluconazole and secnidazole",CHEBI:46081,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL106,""
1038,fluconazole,CHEBI:46081,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL106,""
1039,idebenone,CHEBI:31687,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
1040,indinavir,CHEBI:44032,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
1041,ethambutol and isoniazid,CHEBI:6030,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
1042,isoniazid,CHEBI:6030,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
1043,"isoniazid, combinations",CHEBI:6030,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
1044,rifampicin and isoniazid,CHEBI:6030,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
1045,"rifampicin, pyrazinamide and isoniazid",CHEBI:6030,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
1046,"rifampicin, pyrazinamide, ethambutol and isoniazid",CHEBI:6030,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
1047,streptomycin and isoniazid,CHEBI:6030,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
1048,thioacetazone and isoniazid,CHEBI:6030,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
1049,itraconazole,CHEBI:6076,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
1050,ketoconazole,CHEBI:47519,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,7,WOMBAT-PK,"",""
1051,lacidipine,CHEBI:135737,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
1052,maprotiline,CHEBI:6690,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
1053,metyrapone,CHEBI:44241,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
1054,mezlocillin,CHEBI:6919,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
1055,mibefradil,CHEBI:6920,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,6,WOMBAT-PK,"",""
1056,miconazole,CHEBI:6923,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,DRUG MATRIX,"",""
1057,"miconazole, combinations",CHEBI:6923,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,DRUG MATRIX,"",""
1058,mifepristone,CHEBI:50692,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,6,WOMBAT-PK,"",""
1059,"mifepristone, combinations",CHEBI:50692,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,6,WOMBAT-PK,"",""
1060,nefazodone,CHEBI:7494,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,6,IUPHAR,http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7247,INHIBITOR
1061,nelfinavir,CHEBI:7496,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
1062,nicardipine,CHEBI:7550,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,WOMBAT-PK,"",""
1063,atenolol and nifedipine,CHEBI:7565,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
1064,nifedipine,CHEBI:7565,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
1065,nifedipine and diuretics,CHEBI:7565,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
1066,"nifedipine, combinations",CHEBI:7565,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
1067,nimodipine,CHEBI:7575,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,6,WOMBAT-PK,"",""
1068,phenelzine,CHEBI:8060,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
1069,pyrazinamide,CHEBI:45285,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,WOMBAT-PK,"",""
1070,"rifampicin, pyrazinamide and isoniazid",CHEBI:45285,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,WOMBAT-PK,"",""
1071,"rifampicin, pyrazinamide, ethambutol and isoniazid",CHEBI:45285,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,WOMBAT-PK,"",""
1072,"dasabuvir, ombitasvir, paritaprevir and ritonavir",CHEBI:45409,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,WOMBAT-PK,"",""
1074,"ombitasvir, paritaprevir and ritonavir",CHEBI:45409,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,WOMBAT-PK,"",""
1075,ritonavir,CHEBI:45409,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,WOMBAT-PK,"",""
1076,saquinavir,CHEBI:63621,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
1077,sirolimus,CHEBI:9168,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
1079,tacrolimus,CHEBI:61049,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
1080,topotecan,CHEBI:63632,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
1081,trandolapril and verapamil,CHEBI:9948,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,6,IUPHAR,http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2406,INHIBITOR
1082,verapamil,CHEBI:9948,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,6,IUPHAR,http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2406,INHIBITOR
1083,"verapamil, combinations",CHEBI:9948,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,6,IUPHAR,http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2406,INHIBITOR
1084,vinorelbine,CHEBI:480999,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
1085,voriconazole,CHEBI:10023,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL638,""
1086,warfarin,CHEBI:10033,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,3,WOMBAT-PK,"",""
1087,zafirlukast,CHEBI:10100,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
1088,oxiconazole,CHEBI:7825,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,DRUG MATRIX,"",""
1089,podophyllotoxin,CHEBI:50305,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
1090,abiraterone,CHEBI:68639,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL254328,""
1091,cefapirin,CHEBI:3545,Cytochrome P450 3A5,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
1092,ethambutol,CHEBI:4877,Cytochrome P450 3A5,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
1093,ethambutol and isoniazid,CHEBI:4877,Cytochrome P450 3A5,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
1094,"rifampicin, pyrazinamide, ethambutol and isoniazid",CHEBI:4877,Cytochrome P450 3A5,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
1095,ethambutol and isoniazid,CHEBI:6030,Cytochrome P450 3A5,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
1096,isoniazid,CHEBI:6030,Cytochrome P450 3A5,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
1097,"isoniazid, combinations",CHEBI:6030,Cytochrome P450 3A5,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
1098,rifampicin and isoniazid,CHEBI:6030,Cytochrome P450 3A5,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
1099,"rifampicin, pyrazinamide and isoniazid",CHEBI:6030,Cytochrome P450 3A5,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
1100,"rifampicin, pyrazinamide, ethambutol and isoniazid",CHEBI:6030,Cytochrome P450 3A5,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
1101,streptomycin and isoniazid,CHEBI:6030,Cytochrome P450 3A5,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
1102,thioacetazone and isoniazid,CHEBI:6030,Cytochrome P450 3A5,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
1103,pyrazinamide,CHEBI:45285,Cytochrome P450 3A5,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
1104,"rifampicin, pyrazinamide and isoniazid",CHEBI:45285,Cytochrome P450 3A5,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
1105,"rifampicin, pyrazinamide, ethambutol and isoniazid",CHEBI:45285,Cytochrome P450 3A5,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
1106,ketoconazole,CHEBI:47519,Cytochrome P450 51,,Enzyme,inhibits,inhibits,RO_0002449,Ki,7,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL295698,""
1107,ketoconazole,CHEBI:47519,Cytochrome P450 7A1,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL295698,""
1108,atazanavir,CHEBI:37924,UDP-glucuronosyltransferase 1-1,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
1109,atazanavir and cobicistat,CHEBI:37924,UDP-glucuronosyltransferase 1-1,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
1110,diclofenac,CHEBI:47381,UDP-glucuronosyltransferase 1-1,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL139,""
1111,diclofenac and antiinfectives,CHEBI:47381,UDP-glucuronosyltransferase 1-1,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL139,""
1112,"diclofenac, combinations",CHEBI:47381,UDP-glucuronosyltransferase 1-1,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL139,""
1113,diclofenac,CHEBI:47381,UDP-glucuronosyltransferase 1-10,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL139,""
1114,diclofenac and antiinfectives,CHEBI:47381,UDP-glucuronosyltransferase 1-10,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL139,""
1115,"diclofenac, combinations",CHEBI:47381,UDP-glucuronosyltransferase 1-10,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL139,""
